Label,SMS Text
Spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
Important,Can you say what happen
Important,You could have seen me..i did't recognise you Face.4
Important,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
Important,Keep my payasam there if rinu brings
Important,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
Important,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
Important,"Yeah sure, give me a couple minutes to track down my wallet"
Important,Hey leave it. not a big deal:4 take care.
Important,Hey i will be late ah... Meet you at 945+
Spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
Important,It took Mr owl 3 licks
Important,Customer place i will call you.
Important,Mm that time you dont like fun
Spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
Important,Yup having my lunch buffet now.. U eat already?
Important,Huh so late... Fr dinner?
Important,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
Important,Morning only i can ok.
Important,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
Important,Pick you up bout 7.30ish? What time are  and that going?
Important,From here after The performance award is calculated every two month.not for current one month period..
Important,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
Important,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
Important,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
Important,Hmmm...k...but i want to change the field quickly da:4i wanna get system administrator or network administrator..
Spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x4150pw to e4nd txt stop"
Important,Dear how is chechi. Did you talk to her
Important,The hair cream has not been shipped.
Important,None of that's happening til you get here though
Important,"Yep, the great loxahatchee xmas tree burning of  5;  starts in an hour"
Important,"Haha get used to driving to usf man, I know a lot of stoners"
Important,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
Important,Hello! Good week? Fancy a drink or something later?
Important,Headin towards busetop
Important,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
Important,Come by our room at some point so we can iron out the plan for this weekend
Important,Cos i want it to be your thing
Important,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
Important,Bring home some Wendy =D
Spam,100 dating service cal;l 09064012103 box334sk38ch
Important,Whatsup there. Dont u want to sleep
Important,Alright i have a new goal now
Spam,FREE entry into our 4250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
Important,"Alright, I'll head out in a few minutes, text me where to meet you"
Spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
Important,Yes4from last week itself i'm taking live call.
Spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
Important,Siva is in hostel aha:-.
Spam,URGENT! Your Mobile number has been awarded with a 42000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
Important,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  5; .irritating  5; .lovable. reply me..
Important,Ok. She'll be ok. I guess
Important,aathi..where are you dear..
Important,Any pain on urination any thing else?
Important,7 at esplanade.. Do 4_ mind giving me a lift cos i got no car today..
Important,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  5; Lacs.there is no source to arng dis amt. 5; lacs..thats my prob
Important,At home watching tv lor.
Important,Does she usually take fifteen fucking minutes to respond to a yes or no question
Spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
Important,Booked ticket for pongal?
Important,You available now? I'm like right around hillsborough 4;  5; th
Important,The message sent is askin for  5; dollars. Shoul i pay  5;  or  5; ?
Important,"Ask g or iouri, I've told the story like ten times already"
Important,How long does applebees fucking take
Important,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
Important,But i have to. I like to have love and arrange.
Important,Yes..he is really great..bhaji told kallis best cricketer after sachin in world4.very tough to get out.
Important,You were supposed to wake ME up 4;4
Important,Oic... I saw him too but i tot he din c me... I found a group liao...
Important,"Sorry, I'll call later"
Important,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
Important,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
Important,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
Important,I wont get concentration dear you know you are my mind and everything :4
Important,LOL ... Have you made plans for new years?
Important,10 min later k...
Important,hanks lotsly!
Important,Thanks for this hope you had a good day today
Important,K4k4what are detail you want to transfer?acc no enough?
Important,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
Spam,"Loan for any purpose 4500 - 475,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
Important,Si si. I think ill go make those oreo truffles.
Important,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON44T LIKE ME LIKE THAT SO DON44T WORRY."
Important,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
Important,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
Important,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
Important,Where did u go? My phone is gonna die you have to stay in here
Important,Great. Never been better. Each day gives even more reasons to thank God
Spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
Important,"Sorry, I'll call later ok bye"
Important,Ok i am on the way to railway
Important,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  5;  times per night 4
Important,They don't put that stuff on the roads to keep it from getting slippery over there?
Important,When are you going to ride your bike?
Important,"Yup, no need. I'll jus wait 4 e rain 2 stop."
Important,There are many company. Tell me the language.
Spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
Important,"How long has it been since you screamed, princess?"
Important,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  5;  to my account and  5; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
Spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
Important,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t4
Important,Ok I'm gonna head up to usf in like fifteen minutes
Important,Love you aathi..love u lot..
Important,Tension ah?what machi?any problem?
Important,"K, can I pick up another 8th when you're done?"
Important,When're you guys getting back? G said you were thinking about not staying for mcr
Important,"Almost there, see u in a sec"
Important,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
Important,Watching tv lor...
Important,Thank you baby! I cant wait to taste the real thing...
Important,You should change your fb to jaykwon thuglyfe falconerf
